Validation_Set,Topics,Alpha,Beta,Coherence,Perplexity
100% Corpus,5,0.61,0.01,0.3121619238865404,-7.334603025977101
100% Corpus,5,0.61,0.31,0.28232524591690633,-5.68988544174603
100% Corpus,5,0.61,0.61,0.2307710049234299,-5.582737403256552
100% Corpus,5,0.61,0.9099999999999999,0.2704941480077201,-5.536072654915707
100% Corpus,5,0.61,symmetric,0.28549388486229876,-5.817694170666592
100% Corpus,5,0.9099999999999999,0.01,0.29009724599300724,-7.416376628513847
100% Corpus,5,0.9099999999999999,0.31,0.2991586557308248,-5.754651177142348
100% Corpus,5,0.9099999999999999,0.61,0.2775558824540428,-5.6358276062778065
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.25215864118828935,-5.589765535667539
100% Corpus,5,0.9099999999999999,symmetric,0.28627911149591895,-5.88306732901505
100% Corpus,5,symmetric,0.01,0.2627755539598026,-7.107940600386688
100% Corpus,5,symmetric,0.31,0.28739512803509404,-5.491958347548332
100% Corpus,5,symmetric,0.61,0.29321477344220714,-5.408004139416984
100% Corpus,5,symmetric,0.9099999999999999,0.32248855319436676,-5.413901294182454
100% Corpus,5,symmetric,symmetric,0.2755058734455986,-5.579642861815436
100% Corpus,5,asymmetric,0.01,0.33577767038529716,-7.111823353384223
100% Corpus,5,asymmetric,0.31,0.43974794948004964,-5.594329754422818
100% Corpus,5,asymmetric,0.61,0.427639172757228,-5.4319489779216905
100% Corpus,5,asymmetric,0.9099999999999999,0.41752394889969446,-5.389642487147024
100% Corpus,5,asymmetric,symmetric,0.36980634489303926,-5.698153039440513
100% Corpus,6,0.01,0.01,0.3284869913455835,-7.285812531864004
100% Corpus,6,0.01,0.31,0.30471815780107653,-5.4331932942482775
100% Corpus,6,0.01,0.61,0.32721763277685706,-5.324751617337045
100% Corpus,6,0.01,0.9099999999999999,0.27231352139182846,-5.298476621724798
100% Corpus,6,0.01,symmetric,0.31099346374880116,-5.5880892093492935
100% Corpus,6,0.31,0.01,0.39143957253862754,-7.344903401498284
100% Corpus,6,0.31,0.31,0.37966877248980846,-5.764713990369013
100% Corpus,6,0.31,0.61,0.35049436282937885,-5.606263907892363
100% Corpus,6,0.31,0.9099999999999999,0.3613439495162541,-5.567649535834789
100% Corpus,6,0.31,symmetric,0.3786365647189094,-5.9201347434094975
100% Corpus,6,0.61,0.01,0.34207417528883566,-7.46997672904815
100% Corpus,6,0.61,0.31,0.33377706881857067,-5.8854376545974185
100% Corpus,6,0.61,0.61,0.2850728245484682,-5.714028493634292
100% Corpus,6,0.61,0.9099999999999999,0.2932261362313559,-5.62718517572752
100% Corpus,6,0.61,symmetric,0.34139110141018497,-6.043353063187429
100% Corpus,6,0.9099999999999999,0.01,0.36203449303152513,-7.544248494186571
100% Corpus,6,0.9099999999999999,0.31,0.2772750970204165,-5.872343044728041
100% Corpus,6,0.9099999999999999,0.61,0.30013380126617756,-5.723124210057514
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.35136283483379643,-5.703085587226918
100% Corpus,6,0.9099999999999999,symmetric,0.34457991800929605,-6.135425895452499
100% Corpus,6,symmetric,0.01,0.40723660698168035,-7.269360878637859
100% Corpus,6,symmetric,0.31,0.38617260389104024,-5.69566742756537
100% Corpus,6,symmetric,0.61,0.33349583370605945,-5.497306587440627
100% Corpus,6,symmetric,0.9099999999999999,0.2935795526182327,-5.462870901716607
100% Corpus,6,symmetric,symmetric,0.37573040218674164,-5.834159143801246
100% Corpus,6,asymmetric,0.01,0.37907531813376744,-7.1542775604341715
100% Corpus,6,asymmetric,0.31,0.4003649913680564,-5.572904076693313
100% Corpus,6,asymmetric,0.61,0.4427786761246886,-5.497858490262713
100% Corpus,6,asymmetric,0.9099999999999999,0.47190040310958087,-5.442776908565845
100% Corpus,6,asymmetric,symmetric,0.4032120038048124,-5.738953750846641
100% Corpus,7,0.01,0.01,0.3213462303497751,-6.995646963843943
100% Corpus,7,0.01,0.31,0.32046802192191287,-5.458885377173179
100% Corpus,7,0.01,0.61,0.3048368161554037,-5.324384805413762
100% Corpus,7,0.01,0.9099999999999999,0.34112243807526593,-5.305581231102614
100% Corpus,7,0.01,symmetric,0.29940426410650584,-5.6719861582054625
100% Corpus,7,0.31,0.01,0.3168694023544156,-7.2955285140446255
100% Corpus,7,0.31,0.31,0.3149675729122131,-5.761504587584308
100% Corpus,7,0.31,0.61,0.31621351818564136,-5.671068728768399
100% Corpus,7,0.31,0.9099999999999999,0.30788269699942566,-5.633775928989053
100% Corpus,7,0.31,symmetric,0.2912987117037673,-5.981509529054165
100% Corpus,7,0.61,0.01,0.3123355187432718,-7.419924364558288
100% Corpus,7,0.61,0.31,0.3283184648233201,-5.94168117323092
100% Corpus,7,0.61,0.61,0.33762375994148675,-5.7693414485880306
100% Corpus,7,0.61,0.9099999999999999,0.31064005505411413,-5.700668984891048
100% Corpus,7,0.61,symmetric,0.32363637360387765,-6.143692265663828
100% Corpus,7,0.9099999999999999,0.01,0.3501933096218541,-7.591109050171716
100% Corpus,7,0.9099999999999999,0.31,0.29654042872348524,-5.966907573863864
100% Corpus,7,0.9099999999999999,0.61,0.2541611437262842,-5.837828448574458
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.4640547582944497,-5.815192656325443
100% Corpus,7,0.9099999999999999,symmetric,0.32532333034265004,-6.235616412013769
100% Corpus,7,symmetric,0.01,0.34420784942729205,-7.27922835813037
100% Corpus,7,symmetric,0.31,0.3282295230237565,-5.62909718390022
100% Corpus,7,symmetric,0.61,0.2645334267824938,-5.520049332241927
100% Corpus,7,symmetric,0.9099999999999999,0.3023896140259391,-5.471696240561349
100% Corpus,7,symmetric,symmetric,0.344219926179921,-5.82960131657975
100% Corpus,7,asymmetric,0.01,0.38269926433306434,-7.259385021669524
100% Corpus,7,asymmetric,0.31,0.3758895883339048,-5.568667231659804
100% Corpus,7,asymmetric,0.61,0.41295709839410016,-5.51999973585563
100% Corpus,7,asymmetric,0.9099999999999999,0.4295749643432992,-5.44484693929553
100% Corpus,7,asymmetric,symmetric,0.3682210649853032,-5.741057361343077
100% Corpus,8,0.01,0.01,0.3218754784766821,-7.013190498575568
100% Corpus,8,0.01,0.31,0.3371419222239044,-5.445517906420199
100% Corpus,8,0.01,0.61,0.3372791827549151,-5.360017102777159
100% Corpus,8,0.01,0.9099999999999999,0.2927584759107258,-5.339315625805674
100% Corpus,8,0.01,symmetric,0.32829170847832756,-5.655418792107541
100% Corpus,8,0.31,0.01,0.32859596233363,-7.388892601111105
100% Corpus,8,0.31,0.31,0.3156678110780437,-5.803310479702694
100% Corpus,8,0.31,0.61,0.33944785968320285,-5.736322173316564
100% Corpus,8,0.31,0.9099999999999999,0.33801322638141285,-5.690589529329112
100% Corpus,8,0.31,symmetric,0.3107161520995779,-6.025664476411683
100% Corpus,8,0.61,0.01,0.359614165382095,-7.439776860177517
100% Corpus,8,0.61,0.31,0.3521473503232456,-5.986650279190924
100% Corpus,8,0.61,0.61,0.34754876680541047,-5.832569624696459
100% Corpus,8,0.61,0.9099999999999999,0.3207282636378791,-5.746720324137381
100% Corpus,8,0.61,symmetric,0.3503567159220935,-6.194733718410134
100% Corpus,8,0.9099999999999999,0.01,0.4041542626453228,-7.525771542319229
100% Corpus,8,0.9099999999999999,0.31,0.3538172428753377,-6.026407006063631
100% Corpus,8,0.9099999999999999,0.61,0.34937889514127074,-5.955290414259902
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.4982167786222141,-5.905789045018277
100% Corpus,8,0.9099999999999999,symmetric,0.37719650478857447,-6.302134471280234
100% Corpus,8,symmetric,0.01,0.33115129448793146,-7.293413080008967
100% Corpus,8,symmetric,0.31,0.30783002029253353,-5.614232607718025
100% Corpus,8,symmetric,0.61,0.3121385742275251,-5.5321720734770805
100% Corpus,8,symmetric,0.9099999999999999,0.34960711393539523,-5.507996729974236
100% Corpus,8,symmetric,symmetric,0.34220288816339123,-5.8829986705843895
100% Corpus,8,asymmetric,0.01,0.39302455259634606,-7.21955441337611
100% Corpus,8,asymmetric,0.31,0.37997783780560285,-5.581732442868607
100% Corpus,8,asymmetric,0.61,0.42725673569274664,-5.537453467824629
100% Corpus,8,asymmetric,0.9099999999999999,0.4744070397771465,-5.496925524036799
100% Corpus,8,asymmetric,symmetric,0.3432272228712616,-5.795040942728519
100% Corpus,9,0.01,0.01,0.3133194757542205,-7.0172179780035675
100% Corpus,9,0.01,0.31,0.3303964506378019,-5.43631724397918
100% Corpus,9,0.01,0.61,0.308854233530559,-5.355761018714735
100% Corpus,9,0.01,0.9099999999999999,0.27863005260498774,-5.331649687307488
100% Corpus,9,0.01,symmetric,0.3163786769813516,-5.7093179719522595
100% Corpus,9,0.31,0.01,0.33069361192710606,-7.501392039071236
100% Corpus,9,0.31,0.31,0.42926587172343306,-5.866117210792644
100% Corpus,9,0.31,0.61,0.44947473281340566,-5.770233377814293
100% Corpus,9,0.31,0.9099999999999999,0.4212942926360005,-5.7273298265146355
100% Corpus,9,0.31,symmetric,0.347622715746937,-6.181546747152295
100% Corpus,9,0.61,0.01,0.39158104373233793,-7.419067447738988
100% Corpus,9,0.61,0.31,0.38728503260813,-5.98382978167917
100% Corpus,9,0.61,0.61,0.3720995616149515,-5.858522443632994
100% Corpus,9,0.61,0.9099999999999999,0.3213479750815018,-5.804844639796231
100% Corpus,9,0.61,symmetric,0.37700268679049603,-6.264093813752489
100% Corpus,9,0.9099999999999999,0.01,0.40161876268004426,-7.514285536216838
100% Corpus,9,0.9099999999999999,0.31,0.3428539836721576,-6.061915619564908
100% Corpus,9,0.9099999999999999,0.61,0.4399471438682681,-6.051858376844653
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.5223041883665034,-5.946503092601363
100% Corpus,9,0.9099999999999999,symmetric,0.38383032564223596,-6.3445200355989595
100% Corpus,9,symmetric,0.01,0.38261022005360285,-7.216283782784428
100% Corpus,9,symmetric,0.31,0.39957334353603674,-5.623519499919245
100% Corpus,9,symmetric,0.61,0.3670652001690542,-5.53262433542737
100% Corpus,9,symmetric,0.9099999999999999,0.38292396742237655,-5.5056787723941465
100% Corpus,9,symmetric,symmetric,0.3947952708052826,-5.896056451169508
100% Corpus,9,asymmetric,0.01,0.4184100152576087,-7.137106980330178
100% Corpus,9,asymmetric,0.31,0.3137115668260593,-5.560554106586745
100% Corpus,9,asymmetric,0.61,0.35982629955127554,-5.510069989732334
100% Corpus,9,asymmetric,0.9099999999999999,0.368057126821422,-5.485003057867289
100% Corpus,9,asymmetric,symmetric,0.402473660489888,-5.837971651128361
100% Corpus,10,0.01,0.01,0.3275329442372331,-6.734929145047707
100% Corpus,10,0.01,0.31,0.3418317683292853,-5.402477104083768
100% Corpus,10,0.01,0.61,0.32420336809385275,-5.3476469178151875
100% Corpus,10,0.01,0.9099999999999999,0.28212825651611817,-5.338299027411267
100% Corpus,10,0.01,symmetric,0.3126485925424423,-5.6384492377817095
100% Corpus,10,0.31,0.01,0.3611253328427281,-7.231108698993921
100% Corpus,10,0.31,0.31,0.3730678957390393,-5.866870411006468
100% Corpus,10,0.31,0.61,0.3868925977770038,-5.791399649477431
100% Corpus,10,0.31,0.9099999999999999,0.38997722024348913,-5.761013460478613
100% Corpus,10,0.31,symmetric,0.37127586440062765,-6.088031184726527
100% Corpus,10,0.61,0.01,0.39218436531010126,-7.411606514161186
100% Corpus,10,0.61,0.31,0.41730592033408226,-6.011690814580236
100% Corpus,10,0.61,0.61,0.36855207577136906,-5.909864063574267
100% Corpus,10,0.61,0.9099999999999999,0.36221945775545117,-5.860991317512734
100% Corpus,10,0.61,symmetric,0.3776287196634787,-6.308193864300847
100% Corpus,10,0.9099999999999999,0.01,0.41568814533990606,-7.587202366441488
100% Corpus,10,0.9099999999999999,0.31,0.34525487577775593,-6.139546738139221
100% Corpus,10,0.9099999999999999,0.61,0.4970820352704406,-6.174782452506146
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.5224734428814111,-5.97343999799341
100% Corpus,10,0.9099999999999999,symmetric,0.38634348081637354,-6.4054119645484855
100% Corpus,10,symmetric,0.01,0.3634657718510151,-6.970344869952116
100% Corpus,10,symmetric,0.31,0.332205647944964,-5.579235627182892
100% Corpus,10,symmetric,0.61,0.38473968961937455,-5.520431377259748
100% Corpus,10,symmetric,0.9099999999999999,0.3330867205488072,-5.505752119634833
100% Corpus,10,symmetric,symmetric,0.37273004755197797,-5.811240786154356
100% Corpus,10,asymmetric,0.01,0.37457735973871475,-6.973908053977149
100% Corpus,10,asymmetric,0.31,0.3559852433739148,-5.635681310136404
100% Corpus,10,asymmetric,0.61,0.3816736234004142,-5.533119296655059
100% Corpus,10,asymmetric,0.9099999999999999,0.3826945203027212,-5.48777697261955
100% Corpus,10,asymmetric,symmetric,0.41035056778859025,-5.847753204937492
