Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,0.9099999999999999,0.47617009646916997
100% Corpus,9,0.31,symmetric,0.35140893078599417
100% Corpus,9,0.61,0.01,0.3689014182145744
100% Corpus,9,0.61,0.31,0.3597222225539877
100% Corpus,9,0.61,0.61,0.38302883067414306
100% Corpus,9,0.61,0.9099999999999999,0.3882375780721925
100% Corpus,9,0.61,symmetric,0.3542530907409139
100% Corpus,9,0.9099999999999999,0.01,0.3774591452229038
100% Corpus,9,0.9099999999999999,0.31,0.35814940914036647
100% Corpus,9,0.9099999999999999,0.61,0.3558075913118696
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.35069414914987107
100% Corpus,9,0.9099999999999999,symmetric,0.3614967793741528
100% Corpus,9,symmetric,0.01,0.37154670788602817
100% Corpus,9,symmetric,0.31,0.38257366376015983
100% Corpus,9,symmetric,0.61,0.3986202866448403
100% Corpus,9,symmetric,0.9099999999999999,0.43106965146757026
100% Corpus,9,symmetric,symmetric,0.3702797177912609
100% Corpus,9,asymmetric,0.01,0.37026380089948685
100% Corpus,9,asymmetric,0.31,0.4878046475636279
100% Corpus,9,asymmetric,0.61,0.42198881743159916
100% Corpus,9,asymmetric,0.9099999999999999,0.4304965251299875
100% Corpus,9,asymmetric,symmetric,0.37474491311773045
100% Corpus,10,0.01,0.01,0.3612927548214232
100% Corpus,10,0.01,0.31,0.35496401810440786
100% Corpus,10,0.01,0.61,0.4119186436555761
100% Corpus,10,0.01,0.9099999999999999,0.45202682494322743
100% Corpus,10,0.01,symmetric,0.3517086528888216
100% Corpus,10,0.31,0.01,0.37870891865248046
100% Corpus,10,0.31,0.31,0.38719305656447256
100% Corpus,10,0.31,0.61,0.4280089096743449
100% Corpus,10,0.31,0.9099999999999999,0.5123056196791785
100% Corpus,10,0.31,symmetric,0.35220187803722275
100% Corpus,10,0.61,0.01,0.3650033388633371
100% Corpus,10,0.61,0.31,0.3524018802823084
100% Corpus,10,0.61,0.61,0.4025683328465492
100% Corpus,10,0.61,0.9099999999999999,0.400485224245545
100% Corpus,10,0.61,symmetric,0.35096116850354964
100% Corpus,10,0.9099999999999999,0.01,0.37840215629689283
100% Corpus,10,0.9099999999999999,0.31,0.35825546040375494
100% Corpus,10,0.9099999999999999,0.61,0.3349818604575957
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.3451686938928319
100% Corpus,10,0.9099999999999999,symmetric,0.36708562691599467
100% Corpus,10,symmetric,0.01,0.37222159147865747
100% Corpus,10,symmetric,0.31,0.37538370552097816
100% Corpus,10,symmetric,0.61,0.4154647822614659
100% Corpus,10,symmetric,0.9099999999999999,0.4849285416622515
100% Corpus,10,symmetric,symmetric,0.36208650270484316
100% Corpus,10,asymmetric,0.01,0.3513912311294928
100% Corpus,10,asymmetric,0.31,0.43172508336216897
100% Corpus,10,asymmetric,0.61,0.42989559600981425
100% Corpus,10,asymmetric,0.9099999999999999,0.4075821700211201
100% Corpus,10,asymmetric,symmetric,0.4063231416297155
