Validation_Set,Topics,Alpha,Beta,Coherence,Perplexity
100% Corpus,5,0.61,0.01,0.38282660656231876,-8.374128341759471
100% Corpus,5,0.61,0.31,0.36346532450340346,-7.060687820742692
100% Corpus,5,0.61,0.61,0.37196499964928875,-7.021716537700643
100% Corpus,5,0.61,0.9099999999999999,0.38875125211425104,-7.016302378240142
100% Corpus,5,0.61,symmetric,0.36537552971054243,-7.115796976638111
100% Corpus,5,0.9099999999999999,0.01,0.380345144637686,-8.475669254214033
100% Corpus,5,0.9099999999999999,0.31,0.36433579477194844,-7.10998471342566
100% Corpus,5,0.9099999999999999,0.61,0.36606292480823877,-7.056832799160746
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.3600241567562966,-7.05817827713976
100% Corpus,5,0.9099999999999999,symmetric,0.381377707681704,-7.167449044637105
100% Corpus,5,symmetric,0.01,0.37619342098875214,-8.234691339435429
100% Corpus,5,symmetric,0.31,0.3830378746486372,-6.924612522665497
100% Corpus,5,symmetric,0.61,0.40349188456968843,-6.907920406157813
100% Corpus,5,symmetric,0.9099999999999999,0.40432880345885247,-6.920955530093898
100% Corpus,5,symmetric,symmetric,0.3758862502202417,-6.977762127277112
100% Corpus,5,asymmetric,0.01,0.37672831056755285,-8.210400198118188
100% Corpus,5,asymmetric,0.31,0.35612436837320177,-6.905151112408844
100% Corpus,5,asymmetric,0.61,0.4781521944514598,-6.83383646988723
100% Corpus,5,asymmetric,0.9099999999999999,0.483846690532068,-6.816406111831173
100% Corpus,5,asymmetric,symmetric,0.3531559962069588,-6.980526365232995
100% Corpus,6,0.01,0.01,0.41770609917629886,-8.097237853658548
100% Corpus,6,0.01,0.31,0.4032878082653329,-6.82682880327829
100% Corpus,6,0.01,0.61,0.4125437476441965,-6.812413852913921
100% Corpus,6,0.01,0.9099999999999999,0.4146019861411295,-6.821329293532051
100% Corpus,6,0.01,symmetric,0.4131449155431924,-6.902594565612087
100% Corpus,6,0.31,0.01,0.3935284736412176,-8.276244215698036
100% Corpus,6,0.31,0.31,0.4089830014044193,-7.045545446878869
100% Corpus,6,0.31,0.61,0.38078783310991865,-7.029760405390469
100% Corpus,6,0.31,0.9099999999999999,0.38104858427542415,-7.0486098340720185
100% Corpus,6,0.31,symmetric,0.40718705117702175,-7.1213418118470955
100% Corpus,6,0.61,0.01,0.3856628540899652,-8.39345165847008
100% Corpus,6,0.61,0.31,0.3771573151374297,-7.1239625297579146
100% Corpus,6,0.61,0.61,0.39346932359569625,-7.0995891060110585
100% Corpus,6,0.61,0.9099999999999999,0.39269520369715777,-7.0956571630225325
100% Corpus,6,0.61,symmetric,0.38272757373892313,-7.196754260111816
100% Corpus,6,0.9099999999999999,0.01,0.4020260956545514,-8.52095235875723
100% Corpus,6,0.9099999999999999,0.31,0.37418209112567374,-7.18506066060879
100% Corpus,6,0.9099999999999999,0.61,0.36369791293987325,-7.1546772364911835
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.35374398353484743,-7.14940890997325
100% Corpus,6,0.9099999999999999,symmetric,0.37035988443030193,-7.2576919701392955
100% Corpus,6,symmetric,0.01,0.4157322368635911,-8.206947289050749
100% Corpus,6,symmetric,0.31,0.4136280412032434,-6.959404163282706
100% Corpus,6,symmetric,0.61,0.3971306568360693,-6.956100008411895
100% Corpus,6,symmetric,0.9099999999999999,0.41060266254693983,-6.976506738149741
100% Corpus,6,symmetric,symmetric,0.41656236339961333,-7.045226625723341
100% Corpus,6,asymmetric,0.01,0.3806900432263853,-8.202167516991308
100% Corpus,6,asymmetric,0.31,0.43018739590903476,-6.928581641592716
100% Corpus,6,asymmetric,0.61,0.4350935901606643,-6.865836077855235
100% Corpus,6,asymmetric,0.9099999999999999,0.3662156957932173,-6.837869445631628
100% Corpus,6,asymmetric,symmetric,0.3690255618177496,-7.037272948816633
100% Corpus,7,0.01,0.01,0.44155894468638607,-8.068813970680003
100% Corpus,7,0.01,0.31,0.4589219894798494,-6.833846795867189
100% Corpus,7,0.01,0.61,0.42684366071862756,-6.830978321604246
100% Corpus,7,0.01,0.9099999999999999,0.4225371583338536,-6.851896915754134
100% Corpus,7,0.01,symmetric,0.4566513887119216,-6.931690731314819
100% Corpus,7,0.31,0.01,0.39194976523512126,-8.289899735657636
100% Corpus,7,0.31,0.31,0.39911437348115575,-7.10368150497271
100% Corpus,7,0.31,0.61,0.3943625418889464,-7.103711651468819
100% Corpus,7,0.31,0.9099999999999999,0.4086521907424731,-7.112502332407335
100% Corpus,7,0.31,symmetric,0.3806333468106275,-7.186611214298601
100% Corpus,7,0.61,0.01,0.40612876727075226,-8.43915018908033
100% Corpus,7,0.61,0.31,0.381662354247909,-7.195120572912976
100% Corpus,7,0.61,0.61,0.4089231431754204,-7.15713516311058
100% Corpus,7,0.61,0.9099999999999999,0.3626160021554007,-7.158520441240639
100% Corpus,7,0.61,symmetric,0.403620462305222,-7.283256901689797
100% Corpus,7,0.9099999999999999,0.01,0.3822119003067948,-8.568555690042198
100% Corpus,7,0.9099999999999999,0.31,0.38552025473896473,-7.264277441617609
100% Corpus,7,0.9099999999999999,0.61,0.3527907794222656,-7.241087266367145
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.3421261573681816,-7.2326016689396715
100% Corpus,7,0.9099999999999999,symmetric,0.39503750345683514,-7.352243903770366
100% Corpus,7,symmetric,0.01,0.40842977982805445,-8.212249991944033
100% Corpus,7,symmetric,0.31,0.4334361729028494,-6.985464472708672
100% Corpus,7,symmetric,0.61,0.4724471990973424,-6.98178503787151
100% Corpus,7,symmetric,0.9099999999999999,0.45066394785552666,-6.99317748765101
100% Corpus,7,symmetric,symmetric,0.4234942093182835,-7.085088096876298
100% Corpus,7,asymmetric,0.01,0.37795891719668273,-8.22690719435445
100% Corpus,7,asymmetric,0.31,0.4348724665673352,-6.952304254765831
100% Corpus,7,asymmetric,0.61,0.5990662299375822,-6.878829166495213
100% Corpus,7,asymmetric,0.9099999999999999,0.6526019221672134,-6.863929014798936
100% Corpus,7,asymmetric,symmetric,0.37339594190943,-7.068389154918685
100% Corpus,8,0.01,0.01,0.41198874334268076,-8.099828809746041
100% Corpus,8,0.01,0.31,0.36796819221048155,-6.8787153297958294
100% Corpus,8,0.01,0.61,0.3582466444805557,-6.864991010362975
100% Corpus,8,0.01,0.9099999999999999,0.41512371416813754,-6.892878166727013
100% Corpus,8,0.01,symmetric,0.4027460730671066,-6.987752570308868
100% Corpus,8,0.31,0.01,0.39070667785058116,-8.307955178901675
100% Corpus,8,0.31,0.31,0.3950824497960185,-7.155810947907119
100% Corpus,8,0.31,0.61,0.39912456034092547,-7.158467324681519
100% Corpus,8,0.31,0.9099999999999999,0.37940130976268804,-7.171915349173398
100% Corpus,8,0.31,symmetric,0.3954824379090832,-7.249840438365936
100% Corpus,8,0.61,0.01,0.41992404922170207,-8.44027383296081
100% Corpus,8,0.61,0.31,0.38598430964402203,-7.24619166260539
100% Corpus,8,0.61,0.61,0.3616248786166233,-7.224007432787748
100% Corpus,8,0.61,0.9099999999999999,0.356681959869209,-7.220941628521878
100% Corpus,8,0.61,symmetric,0.3936075931371722,-7.346300921395175
100% Corpus,8,0.9099999999999999,0.01,0.4076864710498497,-8.606908322165697
100% Corpus,8,0.9099999999999999,0.31,0.3619323856283123,-7.332788248538725
100% Corpus,8,0.9099999999999999,0.61,0.33605517502000765,-7.326888510611001
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.3510072628519004,-7.308809792561349
100% Corpus,8,0.9099999999999999,symmetric,0.40115206774203105,-7.423484859880337
100% Corpus,8,symmetric,0.01,0.40225637993637786,-8.238474830953198
100% Corpus,8,symmetric,0.31,0.40117412551320375,-7.026370922345001
100% Corpus,8,symmetric,0.61,0.386658337575384,-7.02474767113158
100% Corpus,8,symmetric,0.9099999999999999,0.3655234958596828,-7.036686832304886
100% Corpus,8,symmetric,symmetric,0.3947784190344076,-7.1438589953838125
100% Corpus,8,asymmetric,0.01,0.4162480559439946,-8.179415294022009
100% Corpus,8,asymmetric,0.31,0.37851706531421386,-6.987694946636229
100% Corpus,8,asymmetric,0.61,0.4910652049191824,-6.906830526470413
100% Corpus,8,asymmetric,0.9099999999999999,0.4598546854909984,-6.890439491263491
100% Corpus,8,asymmetric,symmetric,0.38774819729941656,-7.1320571948394615
100% Corpus,9,0.01,0.01,0.41768030816069823,-8.063714561649128
100% Corpus,9,0.01,0.31,0.40577604747804047,-6.898461705543224
100% Corpus,9,0.01,0.61,0.423097817891019,-6.894783297811504
100% Corpus,9,0.01,0.9099999999999999,0.38966793632217583,-6.910606479445426
100% Corpus,9,0.01,symmetric,0.4251996839985608,-7.026375070818477
100% Corpus,9,0.31,0.01,0.391972901342927,-8.300903530067895
100% Corpus,9,0.31,0.31,0.38528993624255825,-7.203685031326349
100% Corpus,9,0.31,0.61,0.3718638682587466,-7.2171126577910805
100% Corpus,9,0.31,0.9099999999999999,0.37152058709005115,-7.238127759265259
100% Corpus,9,0.31,symmetric,0.39352514486164375,-7.30051083844309
100% Corpus,9,0.61,0.01,0.3791619058100701,-8.428294518446812
100% Corpus,9,0.61,0.31,0.3709016174080648,-7.292377541942352
100% Corpus,9,0.61,0.61,0.3517477807431459,-7.281292627896528
100% Corpus,9,0.61,0.9099999999999999,0.3115771798057614,-7.269155715076515
100% Corpus,9,0.61,symmetric,0.38436693060180804,-7.399523706614109
100% Corpus,9,0.9099999999999999,0.01,0.40250913243359343,-8.6002911145237
100% Corpus,9,0.9099999999999999,0.31,0.35792395242942754,-7.402219119039172
100% Corpus,9,0.9099999999999999,0.61,0.3239002421167072,-7.402436475731309
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.3437582548602759,-7.378358411425648
100% Corpus,9,0.9099999999999999,symmetric,0.381611852732174,-7.477035945398764
100% Corpus,9,symmetric,0.01,0.4081442174083075,-8.194522219205046
100% Corpus,9,symmetric,0.31,0.4203351574900653,-7.051862158419974
100% Corpus,9,symmetric,0.61,0.418119543453171,-7.055575455620704
100% Corpus,9,symmetric,0.9099999999999999,0.40792996319220554,-7.06779509999853
100% Corpus,9,symmetric,symmetric,0.42148876638596205,-7.170236403963837
100% Corpus,9,asymmetric,0.01,0.36828882470740704,-8.173079847428616
100% Corpus,9,asymmetric,0.31,0.3928506581477058,-6.968969874607965
100% Corpus,9,asymmetric,0.61,0.4937699902987957,-6.907625462797097
100% Corpus,9,asymmetric,0.9099999999999999,0.5018335967475082,-6.906229109923684
100% Corpus,9,asymmetric,symmetric,0.4104922689568886,-7.148518053174696
100% Corpus,10,0.01,0.01,0.4123624048829956,-8.031183340875355
100% Corpus,10,0.01,0.31,0.4000256556293326,-6.891773411688541
100% Corpus,10,0.01,0.61,0.3906850007948946,-6.910552935239913
100% Corpus,10,0.01,0.9099999999999999,0.3993536754706117,-6.935866178205806
100% Corpus,10,0.01,symmetric,0.4020917143331203,-7.008394972621348
100% Corpus,10,0.31,0.01,0.42524809359139615,-8.372551581214282
100% Corpus,10,0.31,0.31,0.3910429423927221,-7.260687085345757
100% Corpus,10,0.31,0.61,0.38484523188736774,-7.265459947996149
100% Corpus,10,0.31,0.9099999999999999,0.39397562485936305,-7.280339950126065
100% Corpus,10,0.31,symmetric,0.42428605890375704,-7.385031370184392
100% Corpus,10,0.61,0.01,0.4239162545565273,-8.468637165744319
100% Corpus,10,0.61,0.31,0.3755652691256711,-7.352074145193189
100% Corpus,10,0.61,0.61,0.3357879713138331,-7.3387298844985605
100% Corpus,10,0.61,0.9099999999999999,0.3012725148669104,-7.343754571139012
100% Corpus,10,0.61,symmetric,0.38974848923568833,-7.466214192184535
100% Corpus,10,0.9099999999999999,0.01,0.40727027434506313,-8.64706296478552
100% Corpus,10,0.9099999999999999,0.31,0.35015689457957955,-7.472772261262525
100% Corpus,10,0.9099999999999999,0.61,0.3399603875734403,-7.486540949295375
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.3452496669459295,-7.443037637291969
100% Corpus,10,0.9099999999999999,symmetric,0.38451196995401904,-7.555430675167898
100% Corpus,10,symmetric,0.01,0.4130652951123939,-8.183640008467693
100% Corpus,10,symmetric,0.31,0.3973990639892615,-7.037039098472629
100% Corpus,10,symmetric,0.61,0.38344954269387765,-7.063599081297586
100% Corpus,10,symmetric,0.9099999999999999,0.3999325709946909,-7.088147479938619
100% Corpus,10,symmetric,symmetric,0.40020494465994033,-7.18334092034939
100% Corpus,10,asymmetric,0.01,0.38341212065885877,-8.23969399416439
100% Corpus,10,asymmetric,0.31,0.32962031262791724,-7.013655183625512
100% Corpus,10,asymmetric,0.61,0.38328968153219783,-6.93586597628416
100% Corpus,10,asymmetric,0.9099999999999999,0.39967975467029915,-6.91649349632667
100% Corpus,10,asymmetric,symmetric,0.3791488499142756,-7.206861177670636
